PDB,resolution,year,-logKd/Ki,Kd/Ki,ligand name
5nhy,1.72,2017,8.64,IC50=2.3nM,5nhy
5uwk,1.60,2017,8.64,Ki=2.3nM,5uwk
5x74,2.25,2017,8.64,Kd=2.3nM,5x72
5zwi,2.40,2018,8.64,IC50=2.3nM,5zwe
6dki,2.11,2018,8.64,Kd=2.3nM,6dkb
6e3m,2.65,2019,8.64,IC50=2.3nM,6e3m
6gcw,2.00,2019,8.64,IC50=2.3nM,6gcr
6hd4,2.03,2018,8.64,IC50=0.0023uM,6hd4
6jjz,1.65,2019,8.64,Kd=2.3nM,6jjw
6std,1.80,1999,8.64,Ki=2.3nM,6std
6un3,1.90,2019,8.64,Kd<2.3nM,6un1
2oax,2.29,2007,8.65,Ki=2.232nM,2oax
4kp0,2.80,2013,8.65,Ki=2.24nM,4kp0
1i9n,1.86,2001,8.66,Kd=2.2nM,1i9n
1n9a,3.20,2003,8.66,IC50=2.2nM,1n9a
2i47,1.90,2006,8.66,IC50=2.2nM,2i47
2pja,1.70,2008,8.66,IC50=2.2nM,2piy
2rg6,1.72,2008,8.66,IC50=2.2nM,2rg5
2x39,1.93,2010,8.66,IC50=2.2nM,2x39
3cjo,2.28,2008,8.66,IC50=2.2nM,3cjo
3d1x,1.05,2008,8.66,Ki=2.2nM,3cyw
3kqc,2.20,2010,8.66,Ki=2.2nM,3ffg
3nox,2.34,2010,8.66,Ki=2.2nM,3nox
3s68,1.85,2012,8.66,IC50=2.2nM,3s68
3t19,2.60,2011,8.66,Ki=2.2nM,3t19
3u8k,2.47,2011,8.66,Ki=2.2nM,3u8j
3vnt,1.64,2012,8.66,IC50=2.2nM,3vnt
4bbf,2.00,2012,8.66,IC50=2.2nM,4bbe
4p0n,2.08,2014,8.66,IC50=2.2nM,4p0n
5edu,2.79,2016,8.66,Ki=2.2nM,5edu
5epn,2.30,2016,8.66,Kd=2.2nM,5epn
5f4n,1.91,2016,8.66,IC50=2.2nM,5f4n
5hgc,2.43,2016,8.66,Kd=2.2nM,5hgc
5hu1,1.50,2016,8.66,Ki=2.2nM,5htz
5n93,2.10,2017,8.66,Kd=2.2nM,5n7v
5td2,2.68,2017,8.66,IC50=2.2nM,5tc0
5tq3,2.69,2017,8.66,IC50=2.2nM,5tq3
6b5t,2.22,2018,8.66,Kd=2.21nM,6b5l
6ds0,3.19,2018,8.66,IC50=2.2nM,6drx
6e5b,2.77,2019,8.66,IC50=2.2nM,6e5b
3u1y,2.00,2012,8.67,IC50<2.13nM,3u1y
6aqf,2.51,2018,8.67,Kd=2.14nM,6aqf
6e59,3.40,2018,8.67,Kd=2.15nM,6e59
2nw4,3.00,2006,8.68,Ki=2.11nM,2nw4
2qd6,1.28,2008,8.68,Ki=2.1nM,2qci
3c6t,2.70,2008,8.68,IC50=2.11nM,3c6t
3iw4,2.80,2009,8.68,IC50=2.1nM,3iw4
3jsi,2.72,2009,8.68,IC50=2.1nM,3jsi
3m8p,2.67,2010,8.68,IC50=2.1nM,3m8p
3p76,1.93,2011,8.68,IC50=2.1nM,3p76
3s3r,2.64,2011,8.68,IC50=2.09nM,3qsd
4jmh,2.41,2014,8.68,Kd=2.1nM,4jmg
4lgu,2.00,2013,8.68,IC50=2.1nM,4lge
5a3s,3.30,2016,8.68,Kd=2.1nM,5a3q
5f1z,2.65,2016,8.68,IC50=2.1nM,5f1z
6ge0,1.82,2018,8.68,IC50=2.1nM,6g8x
6h96,1.55,2018,8.68,Kd=2.1nM,6h96
6jut,2.10,2019,8.68,IC50=2.1nM,6jut
2q55,1.90,2007,8.69,Ki=2.04nM,2q54
5cj6,2.07,2016,8.69,Ki=2.03nM,5cj6
1bcd,1.90,1993,8.70,Ki=2nM,1bcd
1bji,2.00,1998,8.70,IC50=2nM,1bji
1dmt,2.10,2000,8.70,IC50=2nM,1dmt
1f9e,2.90,2001,8.70,Ki=2nM,1f9e
1g4j,1.84,2000,8.70,Kd=2.0nM,1g4j
1haa,NMR,2001,8.70,IC50=2nM,1haa
1hfs,1.70,1998,8.70,Ki=2nM,1hfs
1ida,1.70,1995,8.70,IC50<=2.0nM,1ida
1jgl,2.15,2001,8.70,Kd=2nM,1jgl
1jiz,2.60,2002,8.70,IC50=2.0nM,1jiz
1jyq,2.00,2002,8.70,Kd=2nM,1jyq
1lnm,1.90,2003,8.70,Kd=2.0nM,1lnm
1npa,2.00,2004,8.70,IC50=2.0nM,1npa
1npw,2.00,2003,8.70,IC50=2.0nM,1npw
1ohr,2.10,1998,8.70,Ki=2nM,1ohr
1pxo,1.96,2004,8.70,Ki=2.0nM,1pxo
1rne,2.40,1993,8.70,IC50=2nM,1rne
1svg,2.02,2005,8.70,IC50=2nM,1svg
1t7j,2.20,2005,8.70,Kd=2.0nM,1t7j
1w13,2.00,2008,8.70,Ki=2nM,1w0z
1xap,2.10,2004,8.70,Kd=2nM,1xap
1y0x,3.10,2004,8.70,Kd=2nM,1y0x
2b7d,2.24,2006,8.70,Ki=2nM,2b7d
2be2,2.43,2005,8.70,IC50=2nM,2be2
2bpm,2.40,2005,8.70,IC50=2nM,2bpm
2bvx,3.20,2006,8.70,Ki=2nM,2bvx
2dbl,2.90,1994,8.70,IC50=2nM,2dbl
2f8g,1.22,2006,8.70,Ki=2.0nM,2f8g
2fl2,2.50,2006,8.70,IC50=2.0nM,2fl2
2fmb,1.80,1999,8.70,Ki=2nM,2fmb
2fr3,1.48,2006,8.70,Kd=2.0nM,2fr3
2h4n,1.90,1997,8.70,Kd=2nM,2h4n
2hm1,2.20,2007,8.70,IC50=2nM,2hm1
2i0e,2.60,2006,8.70,Ki=2nM,2i0e
2i3z,2.90,2006,8.70,Ki=2nM,2i3z
2jh0,1.70,2007,8.70,Ki=2nM,2jh0
2k31,NMR,2008,8.70,IC50=2.0nM,2k31
2nnq,1.80,2007,8.70,Ki=2nM,2nnq
2nwl,2.96,2007,8.70,Kd=2nM,2nwl
2oaz,1.90,2007,8.70,Ki=2nM,2oaz
2ojj,2.40,2007,8.70,Ki=2nM,2ojg
2ovx,2.00,2007,8.70,IC50=2nM,2ovx
2pcp,2.20,1999,8.70,Kd=2nM,2pcp
2q2z,3.00,2007,8.70,IC50=2.0nM,2q2y
2uwo,1.75,2007,8.70,Ki=2nM,2uwo
2vj8,1.80,2008,8.70,Ki=2nM,2vj8
2vnn,1.87,2008,8.70,IC50=2nM,2vnm
2w0d,2.00,2009,8.70,IC50=2.0nM,2w0d
2w17,2.15,2008,8.70,IC50=2nM,2w17
2wf1,1.60,2009,8.70,IC50=2nM,2wf1
2wgj,2.00,2009,8.70,Ki=0.002uM,2wgj
2wxv,2.60,2010,8.70,IC50=2nM,2wxv
2wyg,1.88,2010,8.70,Ki=2nM,2wyg
2x2i,2.60,2011,8.70,Ki=2nM,2x2i
2xvd,1.70,2011,8.70,IC50=0.002uM,2xvd
2y5f,1.29,2011,8.70,Ki=2nM,2y5f
2y7z,1.84,2011,8.70,Ki=2nM,2y7z
2y81,1.70,2011,8.70,Ki=2nM,2y7z
2yac,2.20,2011,8.70,IC50=0.002uM,2yac
2yak,2.20,2011,8.70,IC50=2nM,2yak
3be2,1.75,2008,8.70,IC50=2nM,3b8q
3bla,2.60,2008,8.70,Ki=2nM,3bl7
3brn,2.00,2008,8.70,Kd=2nM,3brn
3d9z,1.65,2009,8.70,Ki=2.0nM,3d8w
3da6,2.00,2009,8.70,IC50=2nM,3da6
3eqr,2.00,2008,8.70,Ki=2nM,3eqp
3fdm,2.26,2009,8.70,Ki=2nM,3fdl
3ge7,1.50,2009,8.70,Ki=2nM,3eos
3hvj,1.79,2009,8.70,Ki=2nM,3hvj
3hwn,2.33,2009,8.70,IC50=2nM,3hwn
3i5z,2.20,2010,8.70,Ki=2nM,3i4b
3i60,2.50,2010,8.70,Ki=2nM,3i4b
3ik3,1.90,2009,8.70,IC50=2.0nM,3ik3
3l1s,2.90,2010,8.70,Ki=2nM,3l1s
3lgp,1.90,2010,8.70,Ki=2nM,3lgp
3lvp,3.00,2010,8.70,IC50=2nM,3lvp
3oot,2.55,2010,8.70,IC50=2nM,3oot
3oyp,2.76,2010,8.70,IC50=2nM,3oyp
3oz1,3.00,2010,8.70,IC50<2nM,3oz1
3pa5,1.70,2010,8.70,IC50=2nM,3pa3
3ppj,3.70,2011,8.70,IC50<2nM,3ppj
3qc4,1.80,2011,8.70,IC50=2nM,3pwy
3qk0,2.85,2011,8.70,Ki=2.0nM,3qjz
3s73,1.75,2011,8.70,Kd=2nM,3s71
3thb,2.50,2011,8.70,IC50=2nM,3thb
3wc5,1.70,2013,8.70,IC50=2.0nM,3wab
4a7i,2.40,2012,8.70,Ki=0.002uM,4a7i
4bah,1.94,2013,8.70,Ki=2.01nM,4bah
4d89,1.65,2012,8.70,IC50=0.002uM,3veu
4d8c,2.07,2012,8.70,IC50=2nM,4d8c
4eo6,1.79,2012,8.70,Kd=2nM,4eo6
4f1s,3.00,2012,8.70,Ki=2.0nM,4f1s
4hxw,1.69,2013,8.70,Ki=2nM,4gee
4hy1,1.90,2013,8.70,Ki=2nM,4gee
4i5h,1.90,2013,8.70,Ki<2nM,4i5h
4j53,2.50,2013,8.70,IC50=2nM,4j52
4jjg,2.50,2013,8.70,Ki=2nM,4jjf
4jlg,1.90,2013,8.70,IC50=2.0nM,4jlg
4k6z,2.73,2013,8.70,Ki=2nM,4k6z
4lgh,2.84,2013,8.70,IC50=2nM,4lgg
4lxa,1.95,2013,8.70,IC50=2nM,4lxa
4n4v,2.00,2013,8.70,IC50=2nM,4n4v
4nwk,1.62,2014,8.70,IC50=2nM,4nwk
4o12,2.50,2014,8.70,IC50=0.002uM,4l4l
4o15,1.80,2014,8.70,IC50=2nM,4o13
4occ,1.80,2014,8.70,IC50=2.0nM,4occ
4ps3,2.90,2014,8.70,Ki=2nM,4ps3
4q1c,2.00,2014,8.70,Ki=2.0nM,4q18
4r5a,1.64,2014,8.70,Ki=2nM,4r59
4rce,2.40,2014,8.70,IC50=2nM,4rce
4rwj,2.49,2015,8.70,Kd=2nM,4rwj
4uj9,1.87,2016,8.70,Ki=2nM,4uj1
4unr,1.98,2015,8.70,IC50=0.002uM,4unn
4x7o,2.65,2015,8.70,IC50=2nM,4x7h
4xmo,1.75,2015,8.70,IC50=2nM,4xmo
4yhp,2.53,2016,8.70,Kd=2nM,4yhp
4yth,2.04,2015,8.70,Ki=0.002uM,4ytc
4zg7,1.75,2015,8.70,IC50=0.002uM,4zg6
4zwx,1.70,2015,8.70,Ki=2nM,4zwx
4zwy,1.50,2015,8.70,Ki=2nM,4zwx
4zwz,1.62,2015,8.70,Ki=2nM,4zwx
5bnj,2.64,2015,8.70,Kd=2nM,5bnj
5c2e,2.10,2015,8.70,Ki=2.0nM,5c1w
5dk4,1.90,2015,8.70,Ki=2.0nM,5dk4
5e2o,2.08,2015,8.70,Ki=2.0nM,5e2o
5e8r,2.55,2015,8.70,Kd=2nM,5e8r
5edq,2.80,2015,8.70,Ki=2nM,5edq
5hcv,2.50,2016,8.70,Ki=2nM,5hcv
5hg5,1.52,2016,8.70,Ki=2nM,5hg5
5ih9,1.79,2016,8.70,Kd=0.002uM,5ih8
5k0i,1.30,2016,8.70,IC50=0.002uM,5k0i
5kks,3.30,2017,8.70,Ki=2nM,5kks
5ml4,2.40,2017,8.70,Kd<2nM,5ml2
5nk4,1.45,2017,8.70,Kd=2.0nM,5njz
5sz2,1.63,2016,8.70,Ki=2.0nM,5sz0
5t2i,2.30,2017,8.70,IC50=2.0nM,5t23
5tw3,2.85,2017,8.70,IC50=2.0nM,5tw3
5tzy,3.22,2017,8.70,Kd=2nM,5tzr
5u00,1.41,2017,8.70,IC50=0.002uM,5tz3
5ufr,2.07,2017,8.70,Kd=0.002uM,5ufo
5ug8,1.46,2017,8.70,Ki=2nM,5ug8
5vgo,1.62,2017,8.70,IC50=0.002uM,5vgo
5w86,2.61,2017,8.70,IC50=2nM,5w84
5x8i,1.90,2017,8.70,IC50=2nM,5x8i
5zkb,2.95,2018,8.70,Ki=2.0nM,5yc8
6awo,3.53,2017,8.70,Ki=2.0nM,6awn
6cyd,1.69,2018,8.70,IC50=2nM,6cyb
6d3y,1.32,2019,8.70,Ki=2.0nM,6d3y
6e3n,3.19,2019,8.70,IC50<2nM,6e3m
6e3o,3.19,2019,8.70,IC50<2nM,6e3m
6e3p,2.80,2019,8.70,IC50<2nM,6e3m
6edl,2.80,2019,8.70,IC50=2.0nM,6e0r
6f22,1.55,2018,8.70,IC50=0.002uM,6f1x
6gev,1.54,2019,8.70,Ki=2.00nM,6gev
6ibx,2.11,2019,8.70,IC50=2nM,6ibx
6o9d,2.51,2019,8.70,Ki=2nM,6o8u
6omu,1.41,2019,8.70,Kd~2nM,6omu
6p1l,2.80,2019,8.70,IC50=2nM,6p1d
6r0x,3.13,2019,8.70,Kd=2.00nM,6r0x
3t9t,1.65,2011,8.71,IC50=1.93nM,3t9t
1c12,2.60,1999,8.72,Kd=1.9nM,1c12
1eub,NMR,2001,8.72,Ki=1.9nM,1eub
1hc9,1.80,2001,8.72,IC50=1.9nM,1hc9
1hkm,2.55,2004,8.72,IC50=1.9nM,1hkm
1o5m,2.30,2003,8.72,IC50=1.9nM,1o5m
1x76,2.20,2005,8.72,IC50=1.9nM,1x76
2pjc,1.74,2008,8.72,IC50=1.9nM,2piy
2wj1,1.84,2009,8.72,Ki=1.9nM,2wj1
3ckz,1.90,2008,8.72,Ki=1.9nM,3ckz
3lik,1.80,2010,8.72,Ki=1.92nM,3lik
3p8o,2.30,2011,8.72,Ki=1.89nM,3p8n
3pwh,3.30,2011,8.72,Kd=1.9nM,3pwh
3ts4,1.59,2012,8.72,Ki=1.9nM,3ts4
3vf9,2.30,2012,8.72,IC50=1.9nM,3v5j
4bkj,1.70,2013,8.72,Kd=1.9nM,3zos
4crc,1.60,2015,8.72,Ki=0.0019uM,4cr5
4hhy,2.36,2013,8.72,IC50=1.92nM,4hhy
4ish,1.82,2013,8.72,Ki=1.9nM,4ish
4ivb,1.90,2013,8.72,Ki=1.9nM,4iva
4q1b,2.15,2015,8.72,Ki=1.9nM,4q1a
4tv3,2.85,2014,8.72,Kd=1.9nM,4tv3
4x6o,2.10,2015,8.72,Ki=1.9nM,4x6m
4xg8,2.40,2015,8.72,IC50=1.9nM,4xg3
5c42,3.50,2015,8.72,IC50=1.9nM,5c42
5c4u,2.08,2015,8.72,IC50=1.9nM,4ypq
5ikb,2.05,2016,8.72,Kd=1.9nM,5ikb
5j74,2.70,2016,8.72,Kd=1.9nM,5j74
5jg1,1.16,2016,8.72,Ki=1.9nM,5jfp
5lrj,2.20,2016,8.72,IC50=1.9nM,5lrg
5zwh,2.38,2018,8.72,IC50=1.9nM,5zwe
6b1f,1.44,2018,8.72,Kd=1.9nM,6b1f
6b1h,1.80,2018,8.72,Kd=1.9nM,6b1f
6br2,3.18,2018,8.72,IC50=1.9nM,6br2
6br3,3.00,2018,8.72,IC50=1.9nM,6br2
6dj7,1.31,2018,8.72,Ki=1.9nM,6dif
1cin,2.10,1994,8.73,Ki=1.88nM,1cin
1b6k,1.85,2000,8.74,Ki=1.8nM,1b6k
1bl4,1.90,1998,8.74,IC50=1.8nM,1bl4
1mjj,2.10,2003,8.74,Kd=1.83nM,1mjj
1pxh,2.15,2003,8.74,Ki=1.8nM,1pxh
1sdv,1.40,2004,8.74,Ki=1810pM,1sdv
2anm,2.40,2006,8.74,IC50=1.8nM,2anm
2fl5,3.00,2006,8.74,Kd=1.8nM,2fl5
2opb,2.80,2007,8.74,Ki=1.8nM,2g70
2vkm,2.05,2008,8.74,Ki=1.8nM,2vkm
2wtv,2.40,2010,8.74,Ki=1.8nM,2wtv
3ce3,2.40,2008,8.74,IC50=1.8nM,3ce3
3eml,2.60,2008,8.74,Kd=1.8nM,3eml
3q32,2.50,2011,8.74,IC50=1.8nM,3q32
3r7r,2.90,2011,8.74,IC50=1.8nM,3r7q
3rz1,1.51,2011,8.74,Kd=1.8nM,3ryj
3ti3,1.80,2011,8.74,IC50=1.83nM,3ti3
4ei4,2.22,2012,8.74,Ki=1.8nM,4ehz
4gii,2.31,2013,8.74,Ki=1.8nM,4gii
5k13,1.85,2016,8.74,Ki=1.8nM,5k13
5vkc,2.31,2017,8.74,Ki=1.8nM,5vkc
5zk3,2.60,2018,8.74,Kd=1.8nM,5yc8
5zwf,2.10,2018,8.74,IC50=1.8nM,5zwe
6d78,2.35,2019,8.74,Kd=1.8nM,6d78
6gdg,4.11,2018,8.74,Ki=1.8nM,6gdg
6n3n,3.01,2019,8.74,IC50=1.8nM,6n3l
6o94,1.98,2019,8.74,Ki=1.8nM,6o8u
3wt7,2.40,2014,8.75,IC50=1.79nM,3wt5
1bnv,2.40,1999,8.77,Kd=1.70nM,1bnv
1d4l,1.75,2000,8.77,Ki=1.7nM,1d4l
1lq2,2.70,2003,8.77,Ki=1.7nM,1lq2
1qft,1.25,2000,8.77,Kd=1.7nM,1qft
1ros,2.00,2004,8.77,IC50=1.7nM,1ros
1x38,1.70,2005,8.77,Ki=1.7nM,1x38
1xpc,1.60,2004,8.77,IC50=1.7nM,1xpc
1zp8,2.02,2005,8.77,Ki=1.7nM,1zp8
1zuc,2.00,2005,8.77,IC50=1.7nM,1zuc
2cne,1.80,2006,8.77,IC50=1.7nM,2cne
2itt,2.73,2007,8.77,Kd=1.7nM,2itn
2j7x,2.10,2006,8.77,IC50=1.7nM,2j7x
2uz6,2.40,2007,8.77,Ki=1.7nM,2uz6
2wkz,1.70,2009,8.77,Ki=1.7nM,2wkz
2yis,2.00,2011,8.77,IC50=1.7nM,2yis
3b5r,1.80,2008,8.77,Ki=1.7nM,3b5r
3e4a,2.60,2009,8.77,Ki=1.7nM,3e4a
3qdd,1.79,2012,8.77,Ki=1.7nM,3qdd
3s3q,1.80,2011,8.77,IC50=1.71nM,3qsd
4d09,2.50,2014,8.77,IC50=1.7nM,4d08
4e4l,2.00,2012,8.77,Ki=1.7nM,4e4l
4ekg,2.80,2012,8.77,Kd=1.7nM,4ek9
4frs,1.70,2012,8.77,Ki=1.7nM,4frs
4kql,2.31,2014,8.77,IC50=0.0017uM,4knr
4m0f,2.30,2013,8.77,Ki=1.7nM,4m0f
4rss,1.83,2015,8.77,IC50=1.7nM,4rss
4yhq,1.30,2015,8.77,Ki=1.7nM,4ye3
4yt7,2.30,2015,8.77,Ki=1.7nM,4yt6
5abh,1.95,2015,8.77,Ki=1.7nM,5abe
5ea3,2.75,2015,8.77,Kd=1.7nM,5ea3
5fgk,2.36,2016,8.77,IC50=1.7nM,5fgk
5i7u,1.95,2016,8.77,IC50=1.7nM,5i7u
5n7v,2.52,2017,8.77,Kd=1.7nM,5n7v
5wal,2.45,2017,8.77,Ki=0.0017uM,5wal
5znl,2.80,2019,8.77,IC50=1.7nM,5znl
6b5r,1.78,2018,8.77,Kd=1.69nM,6b5l
6eds,3.18,2019,8.77,Ki=1.7nM,6byz
6jse,2.00,2019,8.77,IC50=1.7nM,6jse
6mq3,3.57,2019,8.77,Ki=1.7nM,6byz
4b7n,2.84,2012,8.78,Ki=1.65nM,4b7j
6me5,3.20,2019,8.78,Ki=1.67nM,6me2
5y80,2.50,2018,8.79,Kd=1.62nM,5y7z
6cdp,2.46,2018,8.79,Kd=1.64nM,5tkj
1cj1,3.00,1999,8.80,IC50=1.6nM,1cj1
1csi,1.70,1994,8.80,Ki=1.6nM,1csi
1f1j,2.35,2001,8.80,Ki=1.6nM,1f1j
1fkn,1.90,2000,8.80,Ki=1.6nM,1fkn
1g46,1.84,2000,8.80,Kd=1.6nM,1g46
1ryf,1.75,2004,8.80,Kd=1.6nM,1ryf
1w5w,1.80,2004,8.80,Ki=1.6nM,1w5w
2amv,2.30,1998,8.80,Ki=1.6nM,2amv
2ll7,NMR,2012,8.80,Kd=1.6nM,2ll6
2q2y,2.50,2007,8.80,IC50=1.6nM,2q2y
2q7m,4.25,2007,8.80,IC50=1.6nM,2q7m
2xn6,1.29,2011,8.80,Kd=1.6nM,2xn3
3d1z,1.30,2008,8.80,Ki=1.6nM,3cyw
3eyg,1.90,2009,8.80,IC50=1.6nM,3eyg
3idp,2.70,2009,8.80,IC50=1.6nM,3idp
3oaf,1.70,2011,8.80,Ki=1.6nM,3oaf
3rt4,1.70,2011,8.80,Kd=1.6nM,3o4k
3skc,3.20,2011,8.80,IC50=1.6nM,3skc
3vyf,2.80,2012,8.80,IC50=1.6nM,3vyd
4g2w,2.28,2013,8.80,IC50=1.6nM,4g2w
4ge9,2.43,2012,8.80,Ki=1.6nM,4ge9
4gk2,2.19,2013,8.80,IC50=1.6nM,4gk2
4ksp,2.93,2013,8.80,Kd=1.6nM,4ksp
4ngq,2.08,2014,8.80,Ki=1.570nM,4ngq
4z9l,2.10,2015,8.80,IC50=1.6nM,1pmq
5cau,2.25,2015,8.80,Ki=1.6nM,5c8k
5e2p,2.11,2015,8.80,Ki=1.6nM,5e2o
5j8x,2.53,2016,8.80,IC50=0.0016uM,5fq9
5k32,1.99,2017,8.80,IC50=1.6nM,5k32
5vm0,1.79,2018,8.80,Kd=1.60nM,5vl2
5vpm,2.90,2017,8.80,IC50=1.6nM,5v8v
5zhn,2.65,2019,8.80,Kd=1.6nM,5zhj
6bln,1.30,2018,8.80,IC50=1.6nM,6bik
6j5l,2.30,2019,8.80,IC50=1.6nM,6j5l
6nzh,2.73,2019,8.80,IC50=0.0016uM,6nze
6rne,1.65,2019,8.80,IC50=1.58nM,6rn6
6stl,1.30,2019,8.80,Kd=1.6nM,6ssy
1ork,2.40,1999,8.81,Kd=1.56nM,1ork
1yz3,2.40,2006,8.81,Ki=1.55nM,1yz3
1cim,2.10,1994,8.82,Ki=1.52nM,1cim
1czk,1.90,2000,8.82,Kd=1.5nM,1czk
1g54,1.86,2000,8.82,Kd=1.5nM,1g54
1m0b,2.45,2004,8.82,Ki=1.53nM,1m0b
2ckm,2.15,2006,8.82,IC50=1.5nM,2ckm
2ghg,3.50,2007,8.82,IC50=1.5nM,2ghg
2giu,2.20,2006,8.82,IC50=1.5nM,2giu
2hvc,2.10,2007,8.82,Ki=1.5nM,2hvc
2p93,1.90,2007,8.82,Ki=1.5nM,2p93
2r4f,1.70,2008,8.82,IC50=1.5nM,2r4f
2r9m,1.97,2007,8.82,IC50=1.5nM,2r9m
2zcq,2.38,2008,8.82,Ki=1.5nM,2zcp
2zxg,1.55,2009,8.82,Ki=1.5nM,2zxg
3bz3,2.20,2008,8.82,IC50=1.5nM,3bz3
3fvk,1.50,2010,8.82,Ki=1.5nM,2zns
3nu4,1.20,2010,8.82,Ki=1.5nM,3nu3
3que,2.70,2012,8.82,Kd=1.5nM,3que
3tlh,2.00,1998,8.82,Ki=1.5nM,3tlh
3zlo,2.60,2013,8.82,IC50=1.5nM,3zk6
4hrd,2.80,2014,8.82,IC50=1.5nM,4hnp
4i5c,2.10,2013,8.82,Ki=1.5nM,4i5c
4jmg,1.40,2014,8.82,Kd=1.5nM,4jmg
4ks1,2.20,2013,8.82,Ki=1.5nM,4ks1
4na8,2.30,2014,8.82,Ki=1.50nM,4na7
4oys,2.90,2014,8.82,Kd=1.52nM,4oys
4x6n,2.10,2015,8.82,Ki=1.5nM,4x6m
5bvn,2.21,2015,8.82,IC50=0.0015uM,5bvk
5bvw,1.94,2015,8.82,IC50=0.0015uM,5bvk
5iua,2.20,2016,8.82,Ki=1.5nM,5iu4
5k0m,1.83,2017,8.82,Kd=1.5nM,5k0m
5kby,2.24,2016,8.82,Ki=1.5nM,5kby
5kos,2.41,2016,8.82,IC50=1.5nM,5kos
5lrg,2.02,2016,8.82,IC50=1.5nM,5lrg
5lrk,2.30,2016,8.82,IC50=1.5nM,5lrg
5ta6,2.50,2017,8.82,IC50=1.5nM,5ta6
5tob,2.12,2017,8.82,IC50=1.5nM,5tob
5u3b,2.00,2017,8.82,IC50=1.5nM,5u39
5uex,2.29,2017,8.82,Ki=1.5nM,5ueu
5vil,2.64,2018,8.82,IC50=1.5nM,5vil
5zeq,1.90,2018,8.82,IC50=1.5nM,5zeq
6g4y,2.65,2018,8.82,Ki=1.5nM,6g4y
6mny,2.80,2019,8.82,IC50=1.5nM,6mny
6nt2,2.48,2019,8.82,Ki=1.5nM,6nt2
1lhu,1.80,2002,8.83,Kd=1.48nM,1lhu
3mxd,1.95,2010,8.83,Ki=1.47nM,3mxd
4btt,2.59,2013,8.84,IC50=1.43nM,4bti
1d4i,1.81,2002,8.85,Ki=1.40nM,1d4i
1u3s,2.50,2005,8.85,IC50=1.4nM,1u3s
2avo,1.10,2006,8.85,Ki=1.40nM,2avo
2obf,2.30,2007,8.85,Ki=1.4nM,2g70
2qlf,2.80,2007,8.85,Ki=1.4nM,2ql5
3b67,1.90,2008,8.85,Ki=1.4nM,3b5r
3e93,2.00,2008,8.85,Ki=1.4nM,3e92
3itz,2.25,2010,8.85,IC50=1.4nM,3itz
3nzu,2.60,2010,8.85,IC50=1.4nM,3nzs
3ppk,3.00,2011,8.85,IC50=1.4nM,3ppj
3prf,2.90,2011,8.85,IC50=1.4nM,3ppj
3r2f,2.53,2011,8.85,IC50=1.4nM,3r2f
3vo3,1.52,2013,8.85,IC50=1.4nM,3vo3
3vsx,2.80,2012,8.85,IC50=1.4nM,3vsw
3wyl,2.68,2014,8.85,IC50=1.4nM,3wyl
4gj3,2.50,2013,8.85,Ki=1.4nM,4gii
4hvd,1.85,2013,8.85,IC50=1.4nM,4hvd
4j6i,2.90,2013,8.85,IC50=1.4nM,4j6i
4mu7,1.79,2013,8.85,IC50=1.4nM,4mti
5cas,2.10,2015,8.85,Ki=1.4nM,5c8k
5ef8,2.60,2016,8.85,Ki=1.4nM,5edu
5ivn,1.00,2016,8.85,Kd=1.4nM,5ivn
5jau,1.95,2016,8.85,IC50=0.0014uM,5jad
5mlj,1.80,2017,8.85,Ki=1.4nM,5mkx
5tx3,2.90,2017,8.85,IC50~1.4nM,5twl
5uoo,1.69,2017,8.85,Ki=1.4nM,5uoo
5w0i,1.43,2018,8.85,IC50=1.4nM,5w0f
5zz2,2.60,2018,8.85,IC50=1.41nM,5zz2
6ayt,1.85,2018,8.85,Ki=1.4nM,6ays
6dz2,1.99,2019,8.85,Kd=1.4nM,6dyu
6e1a,3.10,2019,8.85,Kd=1.4nM,6e1a
6nss,1.97,2019,8.85,IC50=1.4nM,6npt
2feq,2.44,2006,8.86,IC50=1.39nM,2feq
2xej,1.78,2010,8.87,Ki=1.34nM,2xef
2ycs,2.35,2011,8.87,IC50=1.36nM,2xk9
3c6u,2.70,2008,8.87,IC50=1.35nM,3c6t
3tic,1.89,2011,8.87,IC50=1.36nM,3ti3
5lwm,1.55,2016,8.87,Kd=1.34nM,5lwm
4hzw,1.70,2013,8.88,IC50=1.31nM,4hzw
6c7j,1.85,2018,8.88,IC50=1.32nM,6c7d
1i90,2.00,2001,8.89,IC50=1.28nM,1i90
1lek,2.15,2002,8.89,Kd=1.3nM,1lek
1n3i,1.90,2003,8.89,Ki=1.3nM,1n3i
1nfy,2.10,2003,8.89,Ki=1.3nM,1nfy
1nt1,2.00,2003,8.89,Ki=1.3nM,1nt1
1xp9,1.80,2004,8.89,IC50=1.3nM,1xp9
1ztq,2.00,2006,8.89,IC50=1.3nM,1ztq
2h5i,1.69,2006,8.89,Ki=1.3nM,2h5i
2idw,1.10,2006,8.89,Ki=1.3nM,2idw
2lpr,2.25,1993,8.89,Ki=1.3nM,2lpr
2onz,2.80,2007,8.89,Ki=1.3nM,2g70
2y7x,1.90,2011,8.89,Ki=1.3nM,2y7x
3a4o,3.00,2009,8.89,IC50=1.3nM,3a4o
3ekp,2.15,2009,8.89,Kd=1.3nM,3ekp
3km4,1.90,2010,8.89,IC50=1.3nM,3km4
